1, 1, 0.874312
1, 2, 0.592252
1, 3, 0.449106
1, 4, 0.37205
1, 5, 0.410877
1, 6, 0.270393
1, 7, 0.192655
1, 8, 0.238053
1, 9, 0.206078
1, 10, 0.245618
1, 11, 0.194247
1, 12, 0.201631
1, 13, 0.224929
1, 14, 0.189911
1, 15, 0.24442
1, 16, 0.217547
1, 17, 0.172803
1, 18, 0.175044
1, 19, 0.17438
1, 20, 0.173452
1, 21, 0.174526
1, 22, 0.183923
1, 23, 0.193594
1, 24, 0.218114
1, 25, 0.267382
2, 1, 1.39032
2, 2, 0.903714
2, 3, 0.602186
2, 4, 0.441179
2, 5, 0.582081
2, 6, 0.475065
2, 7, 0.157112
2, 8, 0.35035
2, 9, 0.19632
2, 10, 0.34686
2, 11, 0.146193
2, 12, 0.167024
2, 13, 0.259792
2, 14, 0.139915
2, 15, 0.344322
2, 16, 0.233774
2, 17, 0.0931541
2, 18, 0.0959677
2, 19, 0.0948908
2, 20, 0.0945977
2, 21, 0.0983731
2, 22, 0.113723
2, 23, 0.12793
2, 24, 0.171005
2, 25, 0.256706
3, 1, 1.95367
3, 2, 1.16661
3, 3, 0.765744
3, 4, 0.534136
3, 5, 0.623807
3, 6, 0.532584
3, 7, 0.144178
3, 8, 0.372259
3, 9, 0.19492
3, 10, 0.384889
3, 11, 0.130823
3, 12, 0.151305
3, 13, 0.275537
3, 14, 0.146749
3, 15, 0.406688
3, 16, 0.256705
3, 17, 0.0655336
3, 18, 0.068909
3, 19, 0.0797825
3, 20, 0.0799682
3, 21, 0.0795121
3, 22, 0.092393
3, 23, 0.104803
3, 24, 0.139096
3, 25, 0.134966
4, 1, 1.18262
4, 2, 1.08748
4, 3, 0.739937
4, 4, 0.492688
4, 5, 0.603595
4, 6, 0.548703
4, 7, 0.166918
4, 8, 0.387953
4, 9, 0.189569
4, 10, 0.393718
4, 11, 0.120872
4, 12, 0.150863
4, 13, 0.290568
4, 14, 0.120436
4, 15, 0.383203
4, 16, 0.25431
4, 17, 0.0502625
4, 18, 0.0608787
4, 19, 0.0587267
4, 20, 0.0544588
4, 21, 0.0601126
4, 22, 0.0888122
4, 23, 0.0471225
4, 24, 0.153219
4, 25, 0.114844
5, 1, 1.9447
5, 2, 1.17209
5, 3, 0.797678
5, 4, 0.522477
5, 5, 0.678919
5, 6, 0.572652
5, 7, 0.143952
5, 8, 0.39732
5, 9, 0.206345
5, 10, 0.423097
5, 11, 0.1313
5, 12, 0.158326
5, 13, 0.30255
5, 14, 0.119617
5, 15, 0.429001
5, 16, 0.291093
5, 17, 0.0493541
5, 18, 0.0490432
5, 19, 0.0466211
5, 20, 0.0430146
5, 21, 0.0536458
5, 22, 0.0241857
5, 23, 0.0868182
5, 24, 0.0662567
5, 25, 0.136853
6, 1, 2.20121
6, 2, 1.30911
6, 3, 0.857509
6, 4, 0.564185
6, 5, 0.720232
6, 6, 0.625809
6, 7, 0.141025
6, 8, 0.394472
6, 9, 0.207174
6, 10, 0.466233
6, 11, 0.133131
6, 12, 0.159379
6, 13, 0.317281
6, 14, 0.117308
6, 15, 0.470476
6, 16, 0.295705
6, 17, 0.0355384
6, 18, 0.0387939
6, 19, 0.0373698
6, 20, 0.0363862
6, 21, 0.0468933
6, 22, 0.06986
6, 23, 0.0359169
6, 24, 0.059559
6, 25, 0.116326
7, 1, 2.40413
7, 2, 1.48511
7, 3, 0.94899
7, 4, 0.631854
7, 5, 0.822108
7, 6, 0.695068
7, 7, 0.152999
7, 8, 0.480722
7, 9, 0.236842
7, 10, 0.503153
7, 11, 0.139211
7, 12, 0.172303
7, 13, 0.36049
7, 14, 0.123984
7, 15, 0.536366
7, 16, 0.338671
7, 17, 0.0335678
7, 18, 0.0385235
7, 19, 0.0365521
7, 20, 0.0353257
7, 21, 0.0431818
7, 22, 0.0203425
7, 23, 0.0347418
7, 24, 0.0597655
7, 25, 0.116257
8, 1, 1.88582
8, 2, 1.71599
8, 3, 1.08973
8, 4, 0.717671
8, 5, 0.941083
8, 6, 0.793892
8, 7, 0.166426
8, 8, 0.533769
8, 9, 0.25814
8, 10, 0.581578
8, 11, 0.149442
8, 12, 0.180793
8, 13, 0.402428
8, 14, 0.133155
8, 15, 0.596352
8, 16, 0.384137
8, 17, 0.0313769
